* Measurement data measured by REW V5.20.13
* Source: EXCL: Microphone (KT USB Audio), MICROPHONE (Master Volume), 0, volume: 0.410. Timing signal peak level -15.7 dBFS, measurement signal peak level -12.1 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: Mar 19, 2023 9:31:10 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Delay -0.0384 ms (-13 mm, -0.52 in) using estimated IR delay relative to Acoustic reference played from HEADPHONE L with no timing offset
* Measurement: Linglong L
* Smoothing: 1/6 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
4940.000000 80.698 174.0099
5000.000000 80.650 174.4396
5080.000000 80.607 174.9913
5150.000000 80.586 175.4426
5220.000000 80.577 175.8589
5300.000000 80.581 176.2925
5380.000000 80.593 176.6874
5450.000000 80.611 177.0090
5520.000000 80.633 177.3149
5600.000000 80.663 177.6518
5700.000000 80.711 178.0583
5800.000000 80.772 178.4455
5900.000000 80.850 178.8018
6000.000000 80.949 179.1096
6080.000000 81.043 179.3073
6150.000000 81.138 179.4357
6220.000000 81.244 179.5154
6300.000000 81.377 179.5382
6400.000000 81.558 179.4512
6500.000000 81.751 179.2211
6600.000000 81.949 178.8340
6700.000000 82.144 178.2785
6800.000000 82.327 177.5457
6900.000000 82.492 176.6299
7000.000000 82.630 175.5325
7100.000000 82.734 174.2655
7200.000000 82.795 172.8561
7300.000000 82.811 171.3495
7400.000000 82.776 169.8085
7500.000000 82.690 168.3085
7620.000000 82.523 166.6752
7750.000000 82.273 165.2469
7880.000000 81.970 164.2784
8000.000000 81.661 163.8324
8120.000000 81.340 163.8160
8250.000000 80.993 164.2583
8380.000000 80.662 165.1203
8500.000000 80.384 166.2034
8620.000000 80.136 167.4656
8750.000000 79.899 168.9344
8850.000000 79.734 170.0905
9000.000000 79.498 171.8406
9120.000000 79.304 173.2781
9250.000000 79.076 174.9343
9380.000000 78.820 176.7726
9500.000000 78.554 178.7008
9620.000000 78.257 -179.0942
9750.000000 77.904 -176.3503
9880.000000 77.520 -173.2131
10000.000000 77.145 -169.9646
